no,url,judul,isi
11,https://www.tvonenews.com/berita/nasional/422500-deretan-fakta-anak-kelas-6-sd-dibunuh-kakak-tirinya-di-cipatat-pelaku-korban-terpaut-usia-16-tahun-hingga-motifnya-merasa-diperlakukan-berbeda,Deretan Fakta Anak Kelas 6 SD Dibunuh Kakak Tirinya di Cipatat: Pelaku-Korban Terpaut Usia 16 Tahun hingga Motifnya Merasa Diperlakukan Berbeda,"Jakarta, tvOnenews.com- Inilah deretan fakta kasus nahas yang menimpa anak kelas 6 SD diCipatat,Kabupaten Bandung Barat, pada Rabu (4/3/2026). Terpaut usia 16 tahun, AS (12) dibunuh oleh kakak tirinya sendiri, yakni MZ (28). ADVERTISEMENT GULIR UNTUK LANJUT BACA Inilah fakta-faktanya: Disclaimer:Artikel ini berpotensi memicu perasaan tidak nyaman bahkan mengganggu terutama bagi seperti penyintas trauma dan penderita stres pascatrauma (PTSD) karena mengandung deskripsi mengenai kekerasan dan penganiayaan. Kronologi Kasus kekerasan terhadap anak oleh anggota keluarganya sendiri ini bermula dari ditemukannya jasad AS oleh ibu kandung keduanya, yakni SS. Pulang dari mengajar, SS merasa curiga karena tidak ada suara korban di rumah dua lantai tersebut. Kapolres Cimahi AKBP Niko N. Adi Putra mengatakan SS pun mencari korban usai menyadari keanehan itu. ""Yang bersangkutan ke lantai dua kemudian melihat kamar mandi yang biasanya di situ ada ember terbuka, tapi tidak biasanya tertutup ember tersebut,"" ujar Niko dikutip pada Senin (9/3/2026). Usai ditelusuri ada ceceran darah, jasad korban pun akhirnya ditemukan di balik kasur. ""Mencari anaknya yang biasa di bawah tangga dan melihat ke kamar bagian atas. Melihat dalam posisi terbalik kasurnya, dibuka kasurnya dan didapatkan anak laki-lakinya tertutup kasur sudah tidak bernyawa dan bersimbah darah,"" terangnya. Motif Karena Dendam Berdasarkan keterangan yang diterimanya, kakak tiri nekat menghabisi nyawa adiknya karena didasari rasa dendam dan cemburu. Pelaku merasa perhatian orang tua yang diberikan tidak adil. Pelaku dan korban sempat tinggal bersama karena memiliki ibu kandung yang sama, yakni SS. Namun, setelah SS menikah, pelaku pindah ke Cianjur. MZ pun mendatangi rumah SS untuk menawarkan rumah kosong dijadikan kontrakan. Saat negosiasi komisi kontrakan, adiknya melontarkan kalimat yang membuat pelaku emosi. ADVERTISEMENT GULIR UNTUK LANJUT BACA ""Kata korban,‘Untuk apa memberikan kontrakan, nanti uangnya akan kamu ambil’.Dengan dia memendam kekesalan itu akhirnya terbersit untuk membunuh. Dia turun ke lantai bawah, memasuki rumah kosong, mengambil parang di situ kemudian melukai adik tirinya,"" jelasnya. Pembunuhandilakukan menggunakan senjata tersebut saat SS tidak ada di rumah."
12,https://www.tvonenews.com/berita/nasional/422507-kdm-murka-istri-pembunuh-pencuri-labu-siam-di-cianjur-minta-bantuan-dedi-mulyadi-singgung-orang-miskin,"KDM Murka Istri Pembunuh Pencuri Labu Siam di Cianjur Minta Bantuan, Dedi Mulyadi Singgung Orang Miskin","Cianjur, tvOnenews.com- Gubernur Jawa Barat Dedi Mulyadi merespons kasus main hakim sendiri yang menewaskan Minta (56) setelah dituding mencuri dua bijilabu siamdi Cianjur. Minta tewas dianiayaUjang Ahmad(41) setelah diduga mencuri dua buah labu siam untuk buka puasa bersama ibunya yang sudah berusia 90 tahun. ADVERTISEMENT GULIR UNTUK LANJUT BACA Peristiwa penganiayaan itu terjadi di Desa Talaga, Kecamatan Cugenang, Kabupaten Cianjur, Jawa Barat. Akibatnya, Ujang Ahmad kini harus mendekam di penjara. Istridari Ujang Ahmad pun mendatangi Kang Dedi Mulayadi aliasKDMuntuk meminta bantuan. ""Pengennya minta keringanan, buat (demi) anak saya,"" katanya dikutip dari YouTube Kang Dedi Mulyadi, Senin (9/3/2026). Tanpa berpikir Panjang, KDM langsung menolak permohonan istri Ujang Ahmad. ""Nanti ke hakim, melalui pengacara disampaikan ke hakim Ketika siding di pengadilan. Kalau saya mah enggak bisa ngapa-ngapain,"" katanya. ""Kenapa atuh cuma labu dua biji juga dipukulin,"" tambah Dedi. ""Saya kurang tahu soalnya kan saya dari pagi sampai zuhur kerja di kebun tetangga,"" jawa istri Ujang. Korban saat itu terpaksa mengambil labu milik orang lain karena ibunya yang sudah 90 tahun lebih ingin buka puasa dengan sayur. Padahal menurut KDM, jika diuangkan, dua labu siam yang diambil Minta seharga Rp1.000. ""Harga labu Rp1.000. Kenapa orang ambil labu dua kok dipukulin?"" tanya Dedi. Istri Ujang Ahmad mengaku jika sang suami tidak menceritakan perbuatannya tersebut. ""Suami gak ngomong ke saya, gak cerita. Kenal (sama korban). Gak ada pernah konflik,"" katanya. Ia menduga Ujang terlanjur emosi karena sudah berulang kali labu siam yang dia tanam selalu berkurang ketika panen. ADVERTISEMENT GULIR UNTUK LANJUT BACA ""Tiap mau panen hilang, banyak. Waktu itu juga kan sama saya dihitung, 30 lebih, pas diambil cuma 13 biji. Rp25 ribu, Rp36 ribu kalau per kilo,"" katanya. Istri Ujang mengaku sudah menjenguk suaminya yang kini mendekam di penjara."
13,https://www.tvonenews.com/berita/nasional/422494-oknum-tni-berkali-kali-bobol-minimarket-di-tulungagung-hingga-trenggalek-sial-terakhir-ketahuan,"Oknum TNI Berkali-kali Bobol Minimarket di Tulungagung hingga Trenggalek, Sial Terakhir Ketahuan","Tulungagung, tvOnenews.com- Pembobolanminimarketterjadi di beberapa lokasi dalam waktu cukup berdekatan di Tulungagung danTrenggalek, Jawa Timur. Yang mengejutkan pelaku merupakan oknum anggotaTNIAD dari Koramil Pakel, Tulungagung berinisial AM. ADVERTISEMENT GULIR UNTUK LANJUT BACA Pelaku diringkus saat beraksi di Alfamart Kelurahan Kutoanyar, Kecamatan/Kabupaten Tulungagung pada Sabtu (7/3/2026) dini hari. Hal itu dikonfirmasi langsung oleh Wakapendam V/Brawijaya Letkol Czi Yudo Aji Susanto pada Minggu (8/3/2026). ""Benar ada oknum angota TNI AD melakukanpencuriansejumlah minimarket di Tulungagung dan Trenggalek, inisial pelaku AM anggota Koramil Pakel, Tulungagung,"" kata Yudo. Saat ini pelaku masih menjalani perawatan di Rumah sakit Bhayangkara Tulungagung dengan pengawasan ketat Subdenpom V/1-6 Tulungagung. Nantinya pelaku akan menjalani proses hukum oleh Denpom V/Madiun. Ternyata tak hanya satu atau dua minimarket yang berhasil dibobol oknum TNI AD tersebut. ""Perkiraan sementara kurang lebih enam TKP di wilayah Tulungaggung dan Trenggalek,"" ungkapnya. ADVERTISEMENT GULIR UNTUK LANJUT BACA TNI berkomitmen untuk melakukan proses penegakan hukum dan tidak mentolerir segala tindakan indisipliner maupun pidana yang dilakukan oleh anggotanya. ""Kami tidak pandang bulu, siapa yang salah maka harus siap dengan konsekuensinya,"" ujarnya.(muu)"
14,https://www.tvonenews.com/daerah/bali/422518-tim-sar-temukan-mayat-anak-laki-laki-korban-banjir-bandang-di-desa-banjar-buleleng-bali,"Tim SAR Temukan Mayat Anak Laki-laki Korban Banjir Bandang di Desa Banjar, Buleleng, Bali","Buleleng, tvOnenews.com - TimSARgabungan akhirnya menemukan kembali satu korbanbanjirbandang yang sebelumnya dilaporkan hilang di Desa Banjar, Kabupaten Buleleng. Hingga Senin (9/3) total korban yang dilaporkan menjadi empat orang, tiga ditemukan tewas dan satu korban masih hilang. Selama 2 hari kemarin, tim SAR gabungan bersama warga telah menemukan 2 korban atas nama Dewa Ketut Adi Suarjana (55) dan Komang Suci (44). ADVERTISEMENT GULIR UNTUK LANJUT BACA ""Pembagian tugas pencarian dibagi menjadi 4 titik,"" jelas Kadek Donny, Koordinator Pos SAR Buleleng. Pada pukul 08.30 Wita, SRU laut bergerak melakukan penyisiran dengan menggunakanrubber boat. Empat personel dari Pos SAR Buleleng dan Balawista memfokuskan pencarian dari Pantai Banjar menuju ke arah barat. Sementara rubber boat Polair Polres Buleleng dengan 3 personel mengarah ke utara. Di lokasi berbeda, unsur SAR lainnya melaksanakan pencarian di sepanjang aliran Sungai Banjar mengarah ke pantai dan seputaran area dimana ditemukan korban pertama. Ada juga bantuan alat berat untuk mengangkat timbunan material-material besar yang terbawa banjir. Sekitar pukul 11.40 Wita, SRU laut telah sandar di Pantai Banjar dengan hasil nihil. Sorti kedua dilanjutkan pada pukul 14.00 Wita dengan rubber boat Pos SAR Buleleng ke arah barat, menyusul pukul 15.07 Wita rubber boat Polair ke arah timur. ""Pencarian di perairan kita menemukan target kurang lebih pada pukul 15.42,"" ungkapnya. Korban ditemukan dalam keadaan meninggal dunia dengan ciri-ciri lelaki, anak-anak dan masih mengenakan kaos berwarna biru, sesuai dengan korban atas nama Kadek Wahyu (12). Lokasi penemuan di Perairan Dencarik, kira-kira berjarak 3,5 KM dari lokasi rumah korban. Selanjutnya jenasah dibawa ke RSUD Buleleng. Jenazah korban ketiga ini merupakan putra dari Komang Suci (44), korban tewas yang ditemukan diantara timbunan lumpur dan kayu di aliran sungai, setelah tim melakukan pencarian intensif di sepanjang aliran sungai. ADVERTISEMENT GULIR UNTUK LANJUT BACA Setelah berhasil dievakuasi, jenazah kedua korban ibu dan anak ini langsung dibawa ke RSUD Buleleng untuk proses identifikasi dan diserahkan kepada pihak keluarga. Banjir bandang yang menerjang wilayah Desa Banjar terjadi setelah hujan deras mengguyur kawasan hulu selama beberapa jam. Tingginya debit air membuat sungai meluap dan membawa material lumpur serta kayu hingga masuk ke permukiman warga."
15,https://www.tvonenews.com/channel/news/371176-momen-prabowo-buka-bersama-para-tokoh-islam-di-istana,Momen Prabowo Buka Bersama Para Tokoh Islam di Istana,"Jakarta, tvOnenews.com—Presiden prabowoSubianto disebut memperoleh dukungan dari sejumlah negara di kawasan Timur Tengah dan negara-negara Islam lainnya terkait upaya Indonesia mengambil peran sebagai mediator dalam meredam ketegangan antara Iran dan Amerika Serikat. Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Nusron Wahid menyatakan Presiden Prabowo mendorong terciptanya ruang dialog antara kedua pihak agar konflik dapat diselesaikan melalui jalur diplomasi. ADVERTISEMENT GULIR UNTUK LANJUT BACA Menurut Nusron, langkah diplomatik tersebut mendapat respons positif dari beberapa pemimpin negara di kawasan Timur Tengah serta negara-negara Islam lainnya. Dukungan di antaranya datang dari Pakistan dan Uni Emirat Arab. Meski demikian, Nusron menegaskan bahwa penjelasan lebih rinci terkait langkah diplomasi tersebut merupakan kewenangan Kementerian Luar Negeri Republik Indonesia. Ia juga menyebut Presiden Prabowo bersama sejumlah pemimpin negara yang tergabung dalam kelompok negara berkembang memiliki keinginan yang sama untuk mendorong terciptanya perdamaian di kawasan. Para pemimpin tersebut sepakat bahwa konflik tidak boleh berlarut-larut karena berpotensi memicu ketegangan yang lebih luas, khususnya di Iran dan kawasan Teluk. Selain membahas isu geopolitik global, Nusron mengatakan Presiden Prabowo juga menjelaskan alasan Indonesia bergabung dalam Board of Peace (BOP) serta kebijakan kesepakatan perdagangan resiprokal dengan Amerika Serikat. Menurutnya, Presiden menegaskan bahwa kesepakatan perdagangan tersebut merupakan solusi yang saling menguntungkan atau win-win solution bagi kedua negara. Ia menjelaskan bahwa Indonesia memiliki surplus perdagangan sekitar 24 miliar dolar AS terhadap Amerika Serikat. Jika dikenakan tarif tinggi hingga 32 persen, maka produk-produk Indonesia di pasar Amerika akan menjadi jauh lebih mahal dan kurang kompetitif. Karena itu, kesepakatan perdagangan resiprokal dinilai penting untuk menjaga daya saing produk Indonesia di pasar Amerika Serikat. Nusron menambahkan, impor yang dilakukan Indonesia dalam skema tersebut bukanlah barang baru. Sejumlah komoditas seperti bahan bakar minyak dan kedelai selama ini memang telah diimpor dari berbagai negara. Perbedaannya, sebagian impor tersebut akan dialihkan dari negara lain seperti Nigeria, Timur Tengah, Brasil, dan Argentina ke Amerika Serikat sebagai bagian dari upaya menyeimbangkan perdagangan kedua negara. Sebelumnya, Presiden Prabowo juga mengundang sejumlah pimpinan organisasi masyarakat Islam, ulama, pendakwah, serta pimpinan pondok pesantren ke Istana Negara di Jakarta pada Kamis malam, 5 Maret 2026. Pertemuan tersebut digelar dalam rangka silaturahmi sekaligus diskusi mengenai berbagai isu nasional dan global. Sejumlah tokoh agama yang hadir di antaranya Rais Aam Nahdlatul Ulama KH Miftahul Akhyar, Ketua Umum Muhammadiyah Haedar Nashir, serta Ketua Umum Majelis Ulama Indonesia Anwar Iskandar. ADVERTISEMENT GULIR UNTUK LANJUT BACA Selain itu turut hadir sejumlah ulama dan pengasuh pesantren, di antaranya KH Hasan Abdullah Sahal dari Pondok Modern Gontor serta KH Nurul Huda Jazuli dari Pondok Pesantren Al-Falah Ploso, Kediri. Beberapa pendakwah nasional juga tampak hadir dalam pertemuan tersebut, termasuk pendakwah Mamah Dedeh dan sejumlah tokoh lainnya."
16,https://www.tvonenews.com/channel/news/371170-harap-tenang-pemerintah-pastikan-stok-energi-aman-dan-tidak-akan-ada-kenaikan-harga,Harap Tenang! Pemerintah Pastikan Stok Energi Aman dan Tidak akan Ada Kenaikan Harga,"Jakarta, tvOnenews.com- Pemerintah memastikan pasokan bahan bakar minyak (BBM) nasional masih dalam kondisi aman meskipun situasi geopolitik di Timur Tengah tengah memanas. Juru bicara Kementerian Energi dan Sumber Daya Mineral, DwiAnggia, menegaskan cadangan energi nasional tidak terganggu meskipun terjadi eskalasi konflik yang melibatkan Iran, Israel, dan Amerika Serikat. ADVERTISEMENT GULIR UNTUK LANJUT BACA Menurutnya, pemerintah memahami bahwa situasi geopolitik global saat ini dapat memengaruhi sektor energi, terutama pada harga minyak dunia. Namun demikian, ketersediaan pasokan energi di dalam negeri tetap terjaga. Ia juga menegaskan bahwa harga BBM subsidi dipastikan tidak mengalami kenaikan hingga masa Lebaran mendatang. Kebijakan tersebut telah disampaikan langsung oleh Menteri ESDM sesuai arahan Presiden. Andi Anggia menjelaskan bahwa kekhawatiran masyarakat mengenai potensi kelangkaan BBM tidak berdasar. Saat ini cadangan energi nasional, baik untuk BBM, LPG, maupun minyak mentah, berada dalam kondisi aman. Ia menyebutkan bahwa pasokan minyak yang melalui jalur Selat Hormuz hanya menyumbang sekitar 19 hingga 20 persen dari total impor energi Indonesia. Selain itu, Indonesia juga memiliki produksi minyak domestik yang mencapai sekitar 605 ribu barel per hari pada 2025. Sementara kebutuhan nasional mencapai sekitar 1,6 juta barel per hari sehingga sisanya dipenuhi melalui impor dari berbagai negara. Sumber impor energi Indonesia tidak hanya berasal dari Timur Tengah. Pemerintah juga memperoleh pasokan dari sejumlah negara lain seperti Nigeria, Angola, Brasil, serta beberapa negara di Amerika dan Afrika. Dengan diversifikasi sumber tersebut, pemerintah menilai risiko gangguan pasokan energi dapat diminimalkan. Terkait informasi mengenai cadangan BBM nasional yang disebut hanya cukup untuk sekitar 20 hari, Andi Anggia menegaskan bahwa angka tersebut merupakan kapasitas penyimpanan normal, bukan menunjukkan kondisi darurat. “Cadangan 20 hari itu adalah standar kapasitas penyimpanan kita. Bukan berarti setelah itu stok habis, karena suplai berjalan terus setiap hari,” jelasnya. Pemerintah juga tengah mendorong peningkatan kapasitas penyimpanan energi nasional melalui pembangunan kilang dan fasilitas penyimpanan baru. Targetnya, cadangan energi nasional dapat meningkat hingga setara 90 hari atau sekitar tiga bulan. Di sisi lain, pemerintah juga mengimbau masyarakat agar tetap tenang dan tidak melakukan pembelian BBM secara berlebihan yang berpotensi menimbulkan kepanikan di masyarakat. Selain ketersediaan stok, pemerintah juga memastikan distribusi energi tetap berjalan lancar, terutama menjelang periode mudik Lebaran yang biasanya diiringi peningkatan konsumsi BBM sekitar 10 hingga 20 persen. ADVERTISEMENT GULIR UNTUK LANJUT BACA Pemerintah bersama Pertamina juga terus memantau distribusi energi di seluruh wilayah Indonesia agar kebutuhan masyarakat tetap terpenuhi. “Masyarakat tidak perlu panik. Stok aman, distribusi juga dijaga agar tetap lancar, terutama menjelang Lebaran,” kata Andi Anggia."
17,https://www.tvonenews.com/channel/news/371079-bahlil-lahadalia-pastikan-bbm-nasional-aman,Bahlil Lahadalia Pastikan BBM Nasional Aman,"Jakarta, tvOnenews.com - Menteri ESDMBahlil lahadaliamenyatakan cadanganBbmnasional saat ini aman dan sudah melampaui standar minimal cadangan nasional. Bahlil menyebut cadangan BBM kini berada di kisaran 23 hari, di atas standar minimal 20–23 hari. ADVERTISEMENT GULIR UNTUK LANJUT BACA Bahlil menegaskan tantangan utama ada pada keterbatasan fasilitas penyimpanan, sehingga Presiden Prabowo Subianto memberi arahan membangun storage baru. Pembangunan fasilitas ini ditargetkan membuat cadangan BBM bisa ditingkatkan hingga sekitar tiga bulan."
18,https://www.tvonenews.com/berita/internasional/422440-dipaksa-menyerah-tanpa-syarat-oleh-trump-menlu-iran-kami-pertahankan-martabat,"Dipaksa Menyerah Tanpa Syarat oleh Trump, Menlu Iran: Kami Pertahankan Martabat!","Washington, tvOnenews.com- Menteri Luar NegeriIranAbbas Araghchi, Minggu (8/3) menyatakan menolak tuntutan Amerika Serikat (AS) agar menyerah tanpa syarat dan menegaskan akan terus mempertahankan diri selama diperlukan. Pada Jumat, Presiden ASDonald Trumpmengatakan bahwa AS tidak akan menandatangani perjanjian apa pun dengan Iran dan tidak akan menerima apa pun selain “penyerahan tanpa syarat”. ADVERTISEMENT GULIR UNTUK LANJUT BACA “Kami tidak pernah menyerah. Kami tidak akan menyerah tanpa syarat, dan kami akan terus melawan selama diperlukan,"" kata Araghchi kepada penyiar NBC News. ""Kami terus mempertahankan diri dan kami membela wilayah kami, rakyat kami, serta martabat kami. Martabat kami tidak untuk diperjualbelikan,” kata Araghchi. Araghchi menambahkan bahwa Iran menilai masih terlalu dini untuk membahas syarat-syarat gencatan senjata dengan AS pada tahap saat ini. “Harus ada pengakhiran perang secara permanen. Dan selama hal itu belum tercapai, saya pikir kami perlu terus berjuang demi rakyat kami dan keamanan kami,” ujar Araghchi.(ant)"
19,https://www.tvonenews.com/berita/nasional/422425-israel-target-putra-ali-khamenei-alami-luka-di-operasi-meliter-ini-sepak-terjang-mojtaba-khamenei,"Israel Target Putra Ali Khamenei, Alami Luka di Operasi Meliter, Ini Sepak Terjang Mojtaba Khamenei","Jakarta, tvOnenews.com- Usai tewasnya pimpinan tertinggiIran, AyatollahAli Khamenei. Kini anaknya,Mojtaba Hosseini Khameneiyang digadang-gadang akan menjadi Pemimpin Tertinggi Iran menggantikan menjadi targetIsrael. Bahkan kabarnya, Mojtaba Khamenei diyakini terluka dalam upaya pembunuhan yang terjadi dalam sepekan terakhir di tengah operasi militer yang disebut Operation Epic Fury, demikian seperti dilaporkan The Sun, dikutip Senin (9/3/2026). ADVERTISEMENT GULIR UNTUK LANJUT BACA Meski disebut sebagai kandidat terdepan untuk menggantikan posisi Ayatollah Iran berikutnya, hingga saat ini Mojtaba belum terlihat di publik sejak kabar tentang serangan terhadap keluarga Khamenei mencuat. Bahkan pria 56 tahun itu  disebut dipilih sebagai kandidat utama Pemimpin Tertinggi setelah dua kali pertemuan Dewan Ahli Iran. Informasi itu diungkap sejumlah pejabat rezim kepada The New York Times. Untuk informasi, Mojtaba dikenal sebagai tokoh garis keras yang sangat anti-Barat. Ia juga disebut memiliki pengaruh besar di balik layar ketika ayahnya masih berkuasa. Ia diketahui mendukung pengembangan bom nuklir dan memiliki hubungan erat dengan Korps Garda Revolusi Islam Iran (IRGC), pasukan elit yang dikenal sangat berpengaruh dan keras. Kehidupan pribadinya juga pernah menjadi sorotan. Ulama konservatif itu dilaporkan memiliki sejumlah properti mewah di Inggris dengan nilai lebih dari 100 juta pound sterling atau setara Rp 2,29 triliun. Menurut laporan Bloomberg, portofolio propertinya mencakup 11 rumah di Bishop’s Avenue di London, kawasan elite yang dijuluki “Billionaire’s Row”. Ia juga diyakini mengendalikan jaringan investasi besar yang tersebar di Teheran, Dubai, dan Frankfurt, serta dilaporkan menyimpan dana dalam rekening bank di Swiss. Pada Januari lalu, ia disebut memindahkan hampir 250 juta pound sterling atau setara Rp5,725 triliun ke Dubai menggunakan mata uang kripto. Mojtaba juga dilaporkan memiliki jet pribadi, helikopter untuk perjalanan mendesak, serta armada mobil mewah Mercedes. Sebelum ayahnya tewas, ia mengajar di seminari terbesar Iran di kota Qom. ADVERTISEMENT GULIR UNTUK LANJUT BACA Sebelumnya, ia diketahui pernah menimba ilmu dari seorang ulama ekstrem yang dijuluki “Ayatollah Buaya”. Mojtaba, yang disebut memiliki catatan hak asasi manusia yang buruk, juga diduga terlibat dalam penindasan terhadap berbagai aksi protes dalam negeri."
20,https://www.tvonenews.com/berita/nasional/422479-perang-timur-tengah-memanas-cek-daftar-harga-bbm-di-spbu-pertamina-shell-vivo-dan-bp-ikut-naik,"Perang Timur Tengah Memanas, Cek Daftar Harga BBM di SPBU Pertamina, Shell, Vivo dan BP, Ikut Naik?","Jakarta,tvOnenews.com- Di tengah memanasnya konflik antara AS-Israel melawanIran,harga BBMdi sejumlahSPBUtercatat belum mengalami perubahan sejak awal Maret 2026. Untuk produk Pertamax Series maupunPertaminaDex Series masih berada pada level yang sama seperti pada awal bulan ini. ADVERTISEMENT GULIR UNTUK LANJUT BACA Adapun harga BBM di SPBU Pertamina wilayah Jakarta saat ini meliputi Pertalite Rp10.000 per liter, Solar subsidi Rp6.800 per liter, Pertamax Rp12.300 per liter, Pertamax Turbo Rp13.100 per liter, Pertamax Green Rp12.900 per liter, Dexlite Rp14.200 per liter, serta Pertamina Dex Rp14.500 per liter. Kondisi serupa juga terlihat di jaringan SPBU milikShell. Meski sempat dilaporkan mengalami keterbatasan stok, tarif bahan bakar di perusahaan energi tersebut tidak berubah sejak awal Maret. Merujuk pada informasi di laman resmi Shell, harga Shell Super berada di angka Rp12.390 per liter, sedangkan V-Power Diesel dijual Rp14.620 per liter. Stabilnya harga BBM juga terjadi di SPBUbp. Perusahaan energi tersebut mempertahankan harga yang sama seperti yang berlaku di awal bulan. Rinciannya, BP Ultimate dibanderol Rp12.930 per liter, BP 92 Rp12.390 per liter, dan BP Ultimate Diesel Rp14.620 per liter. Sementara itu, SPBU milikVivoEnergy juga belum melakukan penyesuaian harga untuk sejumlah produknya sejak awal Maret 2026. ADVERTISEMENT GULIR UNTUK LANJUT BACA Daftar harga BBM di SPBU Vivo yakni Revvo 92 Rp12.390 per liter, Revvo 95 Rp12.930 per liter, serta Diesel Primus Rp14.610 per liter. Meski situasi geopolitik global tengah memanas, hingga kini harga BBM di berbagai SPBU di Indonesia masih berada pada level yang relatif stabil. (nba)"
21,https://www.tvonenews.com/daerah/bali/421206-imbas-penutupan-ruang-udara-timur-tengah-35-penerbangan-di-bandara-ngurah-rai-bali-batal,"Imbas Penutupan Ruang Udara Timur Tengah, 35 Penerbangan di Bandara Ngurah Rai Bali Batal","Badung, tvOnenews.com- Memasuki hari kelimaperangIran–Amerika, penutupan ruang udara di sejumlah negara kawasan Timur Tengah terus berdampak pada operasionalpenerbanganinternasional diBandaraInternasional I GustiNgurahRai,Bali. Gede Eka Sandi Asmadi selaku Communication and Legal Division Head PT Angkasa Pura Indonesia mengatakan, hingga Rabu, 4 Maret 2026 pukul 13.00 WITA, tercatat sebanyak 35 jadwal penerbangan rute internasional mengalami pembatalan. ADVERTISEMENT GULIR UNTUK LANJUT BACA “Total terdapat 35 penerbangan yang terdampak, terdiri dari 20 penerbangan keberangkatan dan 15 penerbangan kedatangan,” ujarnya dalam pembaruan per Rabu, 4 Maret pukul 15.00 WITA. Penerbangan yang mengalami pembatalan didominasi rute menuju dan dari kawasan Timur Tengah, yakni Emirates rute Denpasar–Dubai (DXB), Etihad Airways rute Denpasar–Abu Dhabi (AUH), serta Qatar Airways rute Denpasar–Doha (DOH). Pembatalan terjadi untuk jadwal penerbangan sejak 28 Februari hingga 4 Maret 2026, baik untuk keberangkatan maupun kedatangan. Berdasarkan data dari maskapai, jumlah calon penumpang keberangkatan yang terdampak mencapai 5.905 orang. Penanganan terhadap seluruh penumpang dilakukan sesuai kebijakan masing-masing maskapai, termasuk pengaturan ulang jadwal maupun opsi pengembalian dana. ADVERTISEMENT GULIR UNTUK LANJUT BACA Manajemen PT Angkasa Pura Indonesia (InJourney Airports) terus melakukan pemantauan perkembangan situasi ruang udara di Timur Tengah serta berkoordinasi dengan berbagai pihak, di antaranya maskapai penerbangan terkait pembaruan jadwal dan penanganan penumpang, AirNav Indonesia untuk pemantauan ruang udara terdampak, serta aparat keamanan untuk menjaga kondusivitas bandara. Bandara juga telah mengantisipasi pengaturan parking stand bagi lima pesawat dari tiga maskapai yang terdampak. (asi/gol)"
22,https://www.tvonenews.com/daerah/bali/420948-dampak-perang-iran-amerika-imigrasi-terbitkan-izin-tinggal-keadaan-terpaksa-itkt-untuk-wna-yang-terjebak-di-bali,"Dampak perang Iran-Amerika, Imigrasi Terbitkan Izin Tinggal Keadaan Terpaksa (ITKT) untuk WNA yang Terjebak di Bali","Denpasar, tvOnenews.com- DampakperangantaraIrandanAmerikaSerikat yang memasuki hari keempat menyebabkan sejumlah kawasanudaradiTimur Tengahditutup. Akibatnya, puluhanpenerbanganmenuju dan dari wilayah tersebut dibatalkan, termasukruteinternasionalyang terhubung dengan Bali. ADVERTISEMENT GULIR UNTUK LANJUT BACA Izin tinggal darurat ini diterbitkan berdasarkan Surat Edaran Direktorat Jenderal Imigrasi nomor IMI-590.GR.01.01 tahun 2025. Selain itu imigrasi tidak mengenakan tarif bagi WNA yang mengajukan ITKT. Kepala Kantor Imigrasi Kelas I Khusus TPI Ngurah Rai Bugie Kurniawan menjelaskan sudah banyak WNA mengajukan ITKT. ""Hingga saat ini yang sudah mendapatkan ITKT 54 orang WNA. Masa berlakunya 30 hari dan bisa diperpanjang jika perang masih berlangsung dan mereka tidak bisa pulang,"" jelas Bugie kepada media, Selasa (3/3/2026). Pengajuan ITKT bisa dilakukan di konter helpdesk terminal keberangkatan internasional Bandara I Gusti Ngurah Rai. Kemudian penerbitannya dilakukan di kantor Imigrasi Kelas I Khusus TPI Ngurah Rai. Proses penerbitan ITKT berlaku satu hari atau langsung bisa terbit di hari yang sama saat pengajuan. WNA yang visanya masih berlaku lama bisa tinggal di Bali denganvisatersebut, jika menjelang habis dan belum bisa keluar bisa mengajukan ITKT. Bugie menjelaskan ITKT merupakan bentuk respon cepat pemerintah terhadap situasi yang terjadi di Timur Tengah yang berdampak terhadap WNA yang sedang berwisata ke Bali. Syarat mendapatkan ITKT, WNA harus membawa paspor asli, surat keterangan pembatalan penerbangan dari pihak maskapai, dan bukti tiket penerbangan yang telah dibatalkan. ADVERTISEMENT GULIR UNTUK LANJUT BACA Bugie juga menjelaskan hingga saat ini, terdapat 4.426 orang WNA dengan rincian 1802 orang di hari pertama, kemudian 1316 orang di hari pertama dan 1308 di hari ketiga sejak ruang udara Timur Tengah ditutup. Hingga saat ini, tercatat sebanyak 54 surat ITKT telah diterbitkan oleh pihak Imigrasi Ngurah Rai. Kepala Kantor Imigrasi I Gusti Ngurah Rai, Bugie Kurniawan, mengatakan langkah ini diambil sebagai bentuk perlindungan dan pelayanan kepada wisatawan asing yang masa izin tinggalnya habis akibat pembatalan penerbangan."
